Id,SalePrice
1461,133820.62
1462,165767.62
1463,183896.84
1464,184002.89
1465,210359.66
1466,174779.12
1467,163013.44
1468,171484.44
1469,187146.34
1470,122351.74
1471,202374.6
1472,93774.0
1473,94929.73
1474,152436.3
1475,139553.27
1476,410513.38
1477,269690.47
1478,303676.16
1479,299653.16
1480,480343.44
1481,357989.44
1482,213446.06
1483,177136.38
1484,168264.86
1485,177572.81
1486,199077.72
1487,377627.38
1488,247183.95
1489,203821.83
1490,215697.8
1491,196367.34
1492,96307.914
1493,186102.4
1494,314123.34
1495,314620.75
1496,225912.11
1497,187578.03
1498,161425.97
1499,164530.8
1500,153831.88
1501,177088.58
1502,149319.61
1503,307737.38
1504,224063.86
1505,214711.98
1506,192706.84
1507,238633.23
1508,211617.28
1509,161889.19
1510,146549.97
1511,143805.8
1512,179758.64
1513,144296.94
1514,183158.19
1515,195601.39
1516,162775.44
1517,168358.89
1518,134556.56
1519,225834.98
1520,134078.4
1521,143175.48
1522,159287.7
1523,107657.52
1524,130955.38
1525,131699.8
1526,133213.11
1527,103071.72
1528,133501.86
1529,144422.9
1530,185715.25
1531,106109.89
1532,110865.086
1533,147871.44
1534,114793.445
1535,169751.42
1536,115519.27
1537,80597.34
1538,184309.4
1539,207984.11
1540,104621.68
1541,154183.02
1542,127145.25
1543,217813.86
1544,73591.266
1545,103764.44
1546,119790.63
1547,125436.15
1548,122474.2
1549,107051.39
1550,126439.56
1551,123044.58
1552,136471.45
1553,159714.67
1554,110291.91
1555,167722.92
1556,84879.63
1557,112930.55
1558,97948.82
1559,77599.52
1560,130216.734
1561,139634.16
1562,124284.266
1563,116791.44
1564,166393.12
1565,148901.12
1566,234173.44
1567,78719.83
1568,230768.1
1569,148309.8
1570,136608.97
1571,127098.11
1572,145548.19
1573,258735.44
1574,113192.445
1575,220467.55
1576,215194.77
1577,194477.34
1578,149492.9
1579,148284.12
1580,199654.73
1581,151556.02
1582,125281.02
1583,346494.0
1584,224486.11
1585,137261.3
1586,81061.55
1587,105874.89
1588,150223.72
1589,117539.1
1590,131986.52
1591,89088.79
1592,125363.13
1593,124327.46
1594,187284.53
1595,110106.66
1596,245931.62
1597,197598.1
1598,221510.14
1599,206841.17
1600,193085.53
1601,76069.89
1602,111750.414
1603,101381.59
1604,279028.44
1605,285049.72
1606,162069.83
1607,175522.53
1608,217059.81
1609,196473.84
1610,154394.81
1611,140917.4
1612,175025.0
1613,158549.92
1614,128751.77
1615,87296.305
1616,70460.21
1617,95544.01
1618,121458.42
1619,141501.8
1620,164943.17
1621,140413.28
1622,151689.27
1623,299919.8
1624,214690.58
1625,132827.98
1626,168415.56
1627,187226.0
1628,313070.44
1629,182069.98
1630,363342.06
1631,221119.66
1632,244505.31
1633,166868.52
1634,176753.25
1635,178587.56
1636,147802.73
1637,183685.86
1638,218346.23
1639,180490.56
1640,255720.28
1641,188776.75
1642,220175.81
1643,231562.89
1644,222355.84
1645,199513.33
1646,152836.7
1647,174318.5
1648,130962.64
1649,137900.11
1650,118709.46
1651,125470.49
1652,97521.11
1653,98540.266
1654,150926.67
1655,160339.77
1656,145617.72
1657,141114.12
1658,150038.33
1659,147442.23
1660,149287.73
1661,436013.28
1662,405216.94
1663,405460.78
1664,374941.4
1665,309158.06
1666,308797.12
1667,381105.0
1668,310921.38
1669,297692.44
1670,363488.4
1671,265728.94
1672,461240.56
1673,310558.47
1674,250577.3
1675,182291.62
1676,188013.78
1677,206673.31
1678,486318.84
1679,337994.1
1680,337354.44
1681,243555.73
1682,295524.0
1683,185923.95
1684,183544.03
1685,175207.55
1686,173733.39
1687,165480.97
1688,185691.9
1689,189679.39
1690,193031.28
1691,171641.34
1692,290144.03
1693,168548.33
1694,183641.14
1695,168408.05
1696,276620.94
1697,172217.08
1698,397058.5
1699,342085.53
1700,238637.58
1701,272984.62
1702,282792.75
1703,255686.56
1704,295736.97
1705,236185.64
1706,485660.44
1707,200417.53
1708,199795.38
1709,273265.97
1710,215573.2
1711,248169.86
1712,284022.28
1713,253055.28
1714,214715.12
1715,193840.19
1716,198181.12
1717,175704.25
1718,131027.984
1719,214334.11
1720,258573.66
1721,182466.66
1722,142018.11
1723,160803.0
1724,219374.73
1725,236641.0
1726,188119.2
1727,152738.72
1728,183238.66
1729,168061.58
1730,169918.5
1731,116685.79
1732,131158.05
1733,119420.3
1734,129190.52
1735,129868.5
1736,109669.77
1737,382297.97
1738,211610.0
1739,319099.72
1740,217449.7
1741,187515.81
1742,162150.0
1743,170253.11
1744,300657.88
1745,221626.14
1746,214876.11
1747,217583.1
1748,234436.0
1749,152628.3
1750,135572.56
1751,247457.55
1752,120121.71
1753,141316.38
1754,211145.25
1755,162977.25
1756,129721.44
1757,120486.69
1758,148146.53
1759,161948.3
1760,173055.77
1761,157640.69
1762,179741.17
1763,178475.81
1764,115347.6
1765,176857.14
1766,187773.36
1767,213155.61
1768,142681.0
1769,183124.0
1770,141995.48
1771,135615.56
1772,138945.5
1773,131333.64
1774,136604.61
1775,136355.86
1776,131068.984
1777,110750.06
1778,131573.0
1779,120145.766
1780,192111.92
1781,132138.64
1782,90353.625
1783,140606.78
1784,91024.45
1785,118705.0
1786,165535.53
1787,155476.86
1788,56637.918
1789,116413.31
1790,93339.7
1791,197679.28
1792,152178.14
1793,134568.8
1794,140183.88
1795,141077.0
1796,130351.25
1797,131011.31
1798,120887.93
1799,107373.96
1800,125160.93
1801,136783.5
1802,145603.64
1803,138764.05
1804,137273.94
1805,139196.08
1806,114935.54
1807,127339.055
1808,125652.52
1809,117025.83
1810,138111.6
1811,98461.73
1812,97074.484
1813,112640.87
1814,90355.35
1815,47300.605
1816,90774.914
1817,104644.53
1818,138916.11
1819,117631.62
1820,59729.324
1821,114679.125
1822,137734.84
1823,44985.59
1824,127319.24
1825,121696.87
1826,92082.06
1827,98832.055
1828,123228.13
1829,112667.414
1830,136528.97
1831,181341.44
1832,94097.28
1833,137121.55
1834,114516.44
1835,151654.8
1836,116267.836
1837,100713.11
1838,127793.48
1839,73731.8
1840,153611.48
1841,143564.17
1842,67408.586
1843,148624.94
1844,139778.55
1845,138932.08
1846,154672.75
1847,157613.36
1848,54367.18
1849,123020.19
1850,120645.125
1851,148447.3
1852,127588.21
1853,125786.98
1854,179994.3
1855,151468.36
1856,229249.08
1857,173897.69
1858,143243.92
1859,116356.41
1860,147516.44
1861,116356.41
1862,340250.56
1863,329403.03
1864,329403.03
1865,333718.84
1866,339750.44
1867,255625.47
1868,328165.94
1869,205120.17
1870,250239.39
1871,266710.78
1872,177202.45
1873,227673.0
1874,144332.11
1875,215271.44
1876,194404.78
1877,212889.66
1878,217496.88
1879,135205.98
1880,128726.555
1881,244068.89
1882,260632.55
1883,199909.0
1884,223823.44
1885,276767.03
1886,324843.94
1887,202205.38
1888,297409.78
1889,166754.52
1890,140445.06
1891,141389.94
1892,96842.195
1893,141562.94
1894,134024.16
1895,152542.62
1896,125569.96
1897,109005.48
1898,108290.61
1899,157054.86
1900,167870.92
1901,181237.27
1902,143453.92
1903,208297.08
1904,137319.11
1905,188420.3
1906,182566.14
1907,209083.02
1908,112459.21
1909,146266.31
1910,128417.19
1911,230509.53
1912,305795.16
1913,145642.84
1914,77086.52
1915,296606.66
1916,75900.18
1917,281211.34
1918,137531.77
1919,157105.0
1920,156526.58
1921,399402.0
1922,328679.78
1923,210249.64
1924,227924.8
1925,220950.19
1926,413770.22
1927,145923.11
1928,162174.31
1929,121653.09
1930,131628.0
1931,138743.8
1932,144096.42
1933,178265.3
1934,180568.6
1935,175298.8
1936,184607.86
1937,186317.97
1938,177009.36
1939,235082.23
1940,209854.9
1941,175230.61
1942,190785.39
1943,203992.94
1944,325841.4
1945,388821.22
1946,145626.6
1947,284104.84
1948,212114.44
1949,234952.3
1950,182944.53
1951,272138.94
1952,235089.02
1953,164400.77
1954,206413.98
1955,129925.3
1956,314909.47
1957,150934.23
1958,321705.94
1959,131665.52
1960,118940.27
1961,111310.04
1962,103459.16
1963,112021.84
1964,107902.21
1965,151506.72
1966,157614.75
1967,280983.66
1968,422712.3
1969,400259.6
1970,446277.12
1971,469478.75
1972,387219.38
1973,284637.28
1974,301628.97
1975,408249.34
1976,280298.8
1977,360232.44
1978,401293.7
1979,347809.75
1980,191212.44
1981,353983.2
1982,228985.67
1983,212775.47
1984,176356.98
1985,219432.62
1986,214282.7
1987,185522.36
1988,173781.28
1989,196102.61
1990,223378.23
1991,227888.8
1992,221572.19
1993,173385.11
1994,245923.73
1995,186268.17
1996,262254.12
1997,352197.28
1998,338225.44
1999,247145.14
2000,327507.97
2001,258934.39
2002,231635.98
2003,269674.5
2004,282783.97
2005,235603.77
2006,234338.61
2007,254259.98
2008,199964.33
2009,183606.97
2010,197910.11
2011,150157.5
2012,176606.7
2013,180800.48
2014,185594.95
2015,205212.42
2016,188843.75
2017,203322.08
2018,121665.43
2019,131334.55
2020,116764.98
2021,109002.336
2022,175555.02
2023,132579.22
2024,239983.55
2025,400188.84
2026,174443.11
2027,153831.88
2028,156086.95
2029,159780.05
2030,259003.36
2031,244292.75
2032,254550.31
2033,259102.6
2034,169271.72
2035,214284.69
2036,196515.12
2037,200288.17
2038,290014.22
2039,234127.16
2040,350632.34
2041,268999.16
2042,195879.97
2043,175323.22
2044,180665.62
2045,209576.83
2046,139979.73
2047,149709.36
2048,130244.0
2049,143426.86
2050,189545.66
2051,112833.36
2052,135064.05
2053,156066.67
2054,82102.41
2055,166766.2
2056,137322.69
2057,123950.805
2058,227517.8
2059,131516.47
2060,166212.69
2061,189437.69
2062,135690.8
2063,121877.68
2064,140427.56
2065,129588.914
2066,173143.44
2067,128800.69
2068,146128.3
2069,88816.88
2070,102933.91
2071,89563.14
2072,137811.98
2073,141461.64
2074,197868.8
2075,153011.89
2076,126375.86
2077,147538.52
2078,125713.664
2079,130262.164
2080,114727.24
2081,119417.875
2082,132899.5
2083,139014.84
2084,106527.664
2085,114698.266
2086,132027.75
2087,124197.6
2088,101514.516
2089,69657.81
2090,124010.15
2091,121587.73
2092,128567.03
2093,119837.87
2094,137546.19
2095,152213.92
2096,67151.62
2097,84111.77
2098,143937.34
2099,60989.938
2100,105105.27
2101,122624.39
2102,142505.67
2103,96515.53
2104,137498.12
2105,107276.9
2106,70571.17
2107,230614.33
2108,117350.53
2109,114294.59
2110,128429.14
2111,151667.78
2112,119610.62
2113,115558.87
2114,100599.94
2115,139849.81
2116,114677.016
2117,136739.31
2118,112141.375
2119,93886.28
2120,120255.086
2121,98840.805
2122,94457.44
2123,79332.52
2124,171670.61
2125,131518.1
2126,153910.7
2127,157574.6
2128,111037.53
2129,94658.484
2130,137389.78
2131,171734.0
2132,115896.4
2133,119723.79
2134,117150.25
2135,102067.6
2136,73072.57
2137,117768.06
2138,143858.61
2139,152021.03
2140,141245.33
2141,147492.77
2142,127254.02
2143,126165.42
2144,129623.8
2145,138044.83
2146,165224.12
2147,149019.3
2148,126185.086
2149,140611.73
2150,215965.1
2151,124143.46
2152,203893.2
2153,167845.64
2154,111652.72
2155,136388.9
2156,344042.53
2157,234052.7
2158,244738.84
2159,216142.11
2160,177025.1
2161,252579.0
2162,488738.25
2163,357620.03
2164,266972.66
2165,170109.62
2166,145897.56
2167,222152.8
2168,202555.89
2169,195537.61
2170,216882.12
2171,147891.83
2172,140994.86
2173,172251.06
2174,228484.12
2175,334332.44
2176,327523.78
2177,245745.38
2178,223496.47
2179,137261.3
2180,200281.27
2181,186371.16
2182,225548.22
2183,192083.94
2184,130161.84
2185,144674.39
2186,141315.97
2187,149645.1
2188,164529.58
2189,230838.69
2190,81826.97
2191,83884.43
2192,91090.2
2193,114816.305
2194,102235.016
2195,115667.88
2196,101901.52
2197,114244.445
2198,156055.23
2199,168022.88
2200,150327.61
2201,156832.58
2202,206807.89
2203,138780.2
2204,201207.66
2205,119938.414
2206,142886.66
2207,218893.9
2208,257771.06
2209,226286.81
2210,120634.24
2211,112365.05
2212,102151.52
2213,101468.58
2214,115743.68
2215,104386.23
2216,157890.42
2217,100266.51
2218,85798.0
2219,76683.31
2220,87483.76
2221,296606.66
2222,233979.89
2223,302689.5
2224,217981.69
2225,129510.6
2226,179825.02
2227,200586.33
2228,275617.94
2229,249439.72
2230,155481.31
2231,215823.08
2232,168146.05
2233,176036.97
2234,254179.3
2235,216747.03
2236,288339.34
2237,374263.2
2238,215119.81
2239,129207.77
2240,153295.98
2241,152107.06
2242,126246.016
2243,125704.1
2244,112154.65
2245,116716.25
2246,156091.78
2247,109313.17
2248,117217.28
2249,118738.72
2250,137858.03
2251,137560.84
2252,177611.42
2253,154702.78
2254,179207.8
2255,194607.94
2256,180746.58
2257,201726.75
2258,173753.66
2259,173258.81
2260,166001.61
2261,198136.5
2262,223267.67
2263,364410.44
2264,426944.28
2265,200731.6
2266,264544.12
2267,371070.47
2268,413875.9
2269,154511.7
2270,192735.42
2271,230097.23
2272,223831.4
2273,163043.39
2274,163936.1
2275,162659.66
2276,186854.2
2277,180109.9
2278,147570.42
2279,119836.9
2280,134234.75
2281,168585.33
2282,187250.31
2283,104557.766
2284,103631.59
2285,160026.02
2286,120676.72
2287,368144.97
2288,277303.97
2289,398969.75
2290,453018.97
2291,355159.9
2292,416515.34
2293,450397.0
2294,402926.7
2295,443651.06
2296,271620.72
2297,297372.1
2298,336539.28
2299,433153.28
2300,332257.97
2301,275765.8
2302,246995.53
2303,248214.5
2304,271553.22
2305,189970.12
2306,184745.61
2307,185223.62
2308,228102.98
2309,265331.03
2310,222773.33
2311,202857.97
2312,177620.11
2313,173899.7
2314,187916.03
2315,178532.36
2316,172880.73
2317,189308.52
2318,178337.2
2319,180277.84
2320,196555.66
2321,246292.7
2322,182841.02
2323,187729.66
2324,173384.67
2325,213181.23
2326,171844.0
2327,217173.3
2328,230118.0
2329,185590.28
2330,175641.34
2331,411442.44
2332,401643.1
2333,345167.97
2334,258672.94
2335,267773.1
2336,333346.94
2337,211225.22
2338,292796.97
2339,237308.42
2340,420512.06
2341,207345.94
2342,243523.77
2343,220938.12
2344,246318.19
2345,254163.27
2346,231699.06
2347,200803.27
2348,238875.27
2349,166622.78
2350,279382.06
2351,250410.55
2352,266024.97
2353,231153.55
2354,133425.34
2355,160582.22
2356,159959.56
2357,193398.39
2358,198200.44
2359,129993.55
2360,103943.31
2361,142251.83
2362,270740.75
2363,148256.66
2364,166651.89
2365,224911.17
2366,212589.1
2367,235005.64
2368,214976.06
2369,232517.25
2370,164275.86
2371,159170.53
2372,183035.48
2373,259928.78
2374,293904.78
2375,247727.75
2376,276778.22
2377,394722.4
2378,142126.5
2379,195551.44
2380,138588.47
2381,165187.25
2382,201427.6
2383,204779.6
2384,233847.23
2385,162229.31
2386,142218.28
2387,132465.61
2388,111127.07
2389,127001.69
2390,141992.81
2391,142711.14
2392,116563.44
2393,171475.12
2394,147345.77
2395,210048.2
2396,144001.77
2397,227121.14
2398,135726.92
2399,61278.285
2400,55947.816
2401,109688.69
2402,138603.61
2403,133049.97
2404,146912.89
2405,154825.72
2406,140923.47
